Date,Tax Type,Jammu and Kashmir,Himachal Pradesh,Punjab,Chandigarh,Uttarakhand,Haryana,Delhi,Rajasthan,Uttar Pradesh,Bihar,Sikkim,Arunachal Pradesh,Nagaland,Manipur,Mizoram,Tripura,Meghalaya,Assam,West Bengal,Jharkhand,Odisha,Chhattisgarh,Madhya Pradesh,Gujarat,Daman and Diu,Dadra and Nagar Haveli,Maharashtra,Karnataka,Goa,Lakshadweep,Kerala,Tamil Nadu,Ladakh,Puducherry,Andaman and Nicobar Islands,Telangana,Andhra Pradesh,Grand Total,Year Range
01-06-2018 00:00,CGST,70.7373393,81.1942008,250.794141,25.5433207,164.1642717,709.2754311,619.8229773,606.7352752,1034.741059,178.7498485,10.1247766,9.3242923,2.846493,8.437478,3.2523617,12.0569986,14.9194984,171.5429748,857.6723188,273.3602884,407.4275297,303.4846154,418.5352995,1634.989917,9.1133127,13.3693997,3898.978452,1317.790597,83.2775386,3.0886072,426.5183956,1278.195904,0,19.6126352,11.2891336,563.4288648,460.3311939,15954.72674,2019
01-06-2018 00:00,SGST,119.0224767,128.4679042,441.5040323,39.6904886,309.879874,1090.657168,795.1900131,833.9387427,1624.021345,365.7370899,14.4355935,13.5436848,5.5431936,12.3871027,6.2431115,19.4571343,20.9512935,250.2704006,1188.316157,385.0467983,535.8696367,383.2124012,609.9923307,2075.48586,12.9861684,21.5371328,4810.376443,1771.656085,113.4899505,3.1277342,683.9006115,1806.520846,0,27.19696,13.8718821,797.9643789,668.1677357,21999.65976,2019
01-07-2018 00:00,IGST,72.189619,430.1563081,489.7406352,70.775433,770.7146679,2436.528715,1601.905671,850.172957,1374.158025,87.8567054,146.4141498,3.9458071,4.4389608,1.0898704,0.7409617,3.6805749,76.0418111,195.9868753,747.7920682,849.8247569,786.4261961,693.1887778,543.5772456,2251.424662,68.4101139,89.749241,4398.220505,2285.639001,135.3289945,0.1274743,190.0032267,1526.609496,0,98.9905737,2.4710669,792.2171816,780.4869733,24857.0253,2019
01-07-2018 00:00,CESS,4.171409,1.4402439,18.2006289,0.3887409,21.2794006,398.0083574,86.3569774,133.2429267,999.7411418,128.7793164,0.0061442,0.0079796,0.6033914,0.0623573,0.0330648,0.0561439,4.2690697,44.8560991,318.0839393,470.8709886,422.1743823,521.8649929,432.4551296,400.5983253,0.0161742,0.0173708,913.2317054,868.7184735,3.1491547,0,5.5884172,575.6581425,0,0.2390011,0.0641127,547.871883,26.6078837,7348.71347,2019
01-07-2018 00:00,CGST,80.4367505,85.4171868,265.7611239,29.8505192,179.406084,680.2181601,662.9781451,642.5817632,1055.821646,194.8399285,16.3812372,10.0505073,2.9068767,6.7091318,3.047424,17.4080313,15.4209669,162.9297199,875.7842915,300.6811171,400.5777896,337.8759785,455.3511582,1543.919136,8.8964499,14.4771563,3478.167854,1389.419424,73.7088364,0.3766666,404.7643517,1367.353896,0,20.0902248,4.2784098,592.3151294,483.5711382,15863.77421,2019
01-08-2018 00:00,SGST,134.7249098,131.1081574,453.4045551,41.0255325,321.9328977,1003.55722,834.076976,891.9141122,1637.234889,393.1842194,23.5838222,14.6868702,4.7332881,16.4665905,5.6456422,24.4820858,22.2813134,259.5280286,1195.388787,429.4964685,546.8413465,420.3185083,657.9714098,1997.231769,12.4720151,22.9308336,4529.760373,1919.357313,106.00853,0.4217678,657.6976902,1956.132992,0,29.1727051,8.3799757,843.9159251,723.3446023,22270.41412,2019
01-08-2018 00:00,IGST,95.6029999,399.7724128,436.0890458,76.745773,889.7034729,2311.706021,1513.797425,788.0883914,1280.820033,100.6450327,141.1692223,3.8895432,4.3389931,1.0461909,1.5212511,3.5051404,74.7445314,197.3687739,866.1369742,710.6215514,651.1121117,550.5486249,554.4128344,2189.677316,68.3267952,108.0259685,4726.49965,2473.95159,137.6923053,0.0771626,210.7004196,1636.152198,0,111.5488526,1.7404803,854.6090494,776.0278665,24948.416,2019
01-08-2018 00:00,CESS,7.1765799,1.2039838,16.1761881,0.2992633,17.0736376,299.1560883,83.9714184,130.940188,1009.231497,162.5375593,0.128216,0.0180726,0.5143982,0.1223222,0.0041279,0.5827593,1.4073068,41.1930085,351.4185894,407.1515408,460.3526966,601.3211593,400.8763982,348.8701478,0.0070351,0.0210053,1016.691642,993.5121736,1.2831116,0,3.5163155,656.1648418,0,0.1531063,0.0168593,511.6976306,43.1968347,7567.987702,2019
01-09-2018 00:00,CGST,72.7724622,77.4624246,247.7479473,28.6424126,158.8963606,711.4865613,655.0379965,570.6396211,935.4233972,192.9394514,7.0837187,7.1371566,4.5802578,6.1120793,3.4663729,14.1776558,15.6591106,172.9510942,883.3052392,256.185001,400.9673079,309.8770388,414.2248831,1413.493659,9.2108706,14.6201206,3468.062619,1370.203213,77.0742963,0.1731345,351.8220559,1395.261797,0,16.9501233,4.1246234,566.2304897,448.5079469,15282.5105,2019
01-09-2018 00:00,SGST,129.4745202,121.383161,409.9123239,39.9347191,297.2440045,1088.275396,825.9587655,796.8996568,1452.777685,357.0826522,12.2280978,11.0849396,6.7276909,9.5573233,6.681958,20.1225435,21.2700972,246.7824801,1178.504721,364.8367503,525.8851798,398.6842546,596.1477435,1815.812657,13.2838464,23.0520819,4385.299376,1845.953415,107.73647,0.1768835,529.9371282,2000.380661,0,30.7002174,8.1673792,792.946307,646.092366,21116.99545,2019
